Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score,CPG_Efficacy_Bonus,CPG_Outcome_Bonus,CPG_Tolerability_Penalty,CPG_Adjusted_Risk_Score
Losartan,Lercanidipine,ARB,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Lercanidipine may increase the arrhythmogenic activities of Losartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Losartan,Nifedipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Losartan may increase the arrhythmogenic activities of Nifedipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Losartan,Diltiazem,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Diltiazem may increase the arrhythmogenic activities of Losartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Losartan,Verapamil,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Verapamil may increase the arrhythmogenic activities of Losartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Losartan,Hydrochlorothiazide,ARB,Diuretic,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Losartan,Indapamide,ARB,Diuretic,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Losartan.",Moderate,0.5,0.0,0.03,0.0,0.53
Losartan,Amiloride,ARB,Diuretic,Major,"Major
aMILoride  losartan

Applies to: amiloride, losartan

Using aMILoride together with losartan may increase potassium levels in the blood. High levels of potassium can develop into a condition known as hyperkalemia, which in severe cases can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while using these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications, especially if you are using them for prolonged periods. In addition, talk to your doctor to see if you should limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Losartan is combined with Amiloride.",Major,0.25,0.0,0.0,0.0,0.25
Telmisartan,Valsartan,ARB,ARB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Valsartan is combined with Telmisartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Telmisartan,Olmesartan,ARB,ARB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Olmesartan is combined with Telmisartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Telmisartan,Acebutolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Telmisartan may increase the hypotensive activities of Acebutolol.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Atenolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Atenolol may decrease the excretion rate of Telmisartan which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Telmisartan,Betaxolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Telmisartan.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Bisoprolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Bisoprolol may increase the hypotensive activities of Telmisartan.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Metoprolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Metoprolol may increase the hypotensive activities of Telmisartan.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Nebivolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The metabolism of Nebivolol can be decreased when combined with Telmisartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Telmisartan,Propranolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

The serum concentration of Propranolol can be increased when it is combined with Telmisartan.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Amlodipine,ARB,CCB,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Telmisartan,Felodipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Telmisartan may decrease the excretion rate of Felodipine which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Telmisartan,Isradipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Isradipine may decrease the excretion rate of Telmisartan which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Telmisartan,Lercanidipine,ARB,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Lercanidipine may increase the hypotensive activities of Telmisartan.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Nifedipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Telmisartan may decrease the excretion rate of Nifedipine which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Telmisartan,Diltiazem,ARB,CCB,None,No drug-drug interactions found,Minor,"DESCRIPTION

Diltiazem may increase the hypotensive activities of Telmisartan.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Verapamil,ARB,CCB,None,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Telmisartan.",Minor,0.75,0.0,0.0,0.0,0.75
Telmisartan,Hydrochlorothiazide,ARB,Diuretic,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Telmisartan,Indapamide,ARB,Diuretic,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.03,0.0,1.03
Telmisartan,Amiloride,ARB,Diuretic,Major,"Major
aMILoride  telmisartan

Applies to: amiloride, telmisartan

Using aMILoride together with telmisartan may increase potassium levels in the blood. High levels of potassium can develop into a condition known as hyperkalemia, which in severe cases can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while using these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications, especially if you are using them for prolonged periods. In addition, talk to your doctor to see if you should limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Telmisartan is combined with Amiloride.",Major,0.25,0.0,0.0,0.0,0.25
Valsartan,Olmesartan,ARB,ARB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Valsartan is combined with Olmesartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Valsartan,Acebutolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Acebutolol.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Atenolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Atenolol.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Betaxolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Betaxolol.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Bisoprolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Bisoprolol.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Metoprolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Metoprolol.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Nebivolol,ARB,Beta-Blocker,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Valsartan,Propranolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Propranolol.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Amlodipine,ARB,CCB,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Valsartan,Felodipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The metabolism of Valsartan can be decreased when combined with Felodipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Valsartan,Isradipine,ARB,CCB,None,No drug-drug interactions found,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Isradipine.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Lercanidipine,ARB,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Valsartan may increase the hypotensive activities of Lercanidipine.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Nifedipine,ARB,CCB,None,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Valsartan is combined with Nifedipine.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Diltiazem,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The metabolism of Diltiazem can be decreased when combined with Valsartan.",Moderate,0.5,0.0,0.0,0.0,0.5
Valsartan,Verapamil,ARB,CCB,None,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Valsartan is combined with Verapamil.",Minor,0.75,0.0,0.0,0.0,0.75
Valsartan,Hydrochlorothiazide,ARB,Diuretic,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Valsartan,Indapamide,ARB,Diuretic,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.03,0.0,1.03
Valsartan,Amiloride,ARB,Diuretic,Major,"Major
aMILoride  valsartan

Applies to: amiloride, valsartan

Using aMILoride together with valsartan may increase potassium levels in the blood. High levels of potassium can develop into a condition known as hyperkalemia, which in severe cases can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while using these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications, especially if you are using them for prolonged periods. In addition, talk to your doctor to see if you should limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Valsartan is combined with Amiloride.",Major,0.25,0.0,0.0,0.0,0.25
Olmesartan,Acebutolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Olmesartan may increase the hypotensive activities of Acebutolol.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Atenolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Olmesartan may decrease the excretion rate of Atenolol which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Olmesartan,Betaxolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Olmesartan.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Bisoprolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Olmesartan may increase the hypotensive activities of Bisoprolol.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Metoprolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Metoprolol may increase the hypotensive activities of Olmesartan.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Nebivolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Olmesartan may increase the hypotensive activities of Nebivolol.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Propranolol,ARB,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Olmesartan may increase the hypotensive activities of Propranolol.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Amlodipine,ARB,CCB,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Olmesartan,Felodipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Olmesartan may decrease the excretion rate of Felodipine which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Olmesartan,Isradipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Olmesartan may decrease the excretion rate of Isradipine which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Olmesartan,Lercanidipine,ARB,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Olmesartan may increase the hypotensive activities of Lercanidipine.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Nifedipine,ARB,CCB,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Olmesartan may decrease the excretion rate of Nifedipine which could result in a higher serum level.",Moderate,0.5,0.0,0.0,0.0,0.5
Olmesartan,Diltiazem,ARB,CCB,None,No drug-drug interactions found,Minor,"DESCRIPTION

Olmesartan may increase the hypotensive activities of Diltiazem.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Verapamil,ARB,CCB,None,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Olmesartan is combined with Verapamil.",Minor,0.75,0.0,0.0,0.0,0.75
Olmesartan,Hydrochlorothiazide,ARB,Diuretic,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Olmesartan,Indapamide,ARB,Diuretic,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Olmesartan.",Moderate,0.5,0.0,0.03,0.0,0.53
Olmesartan,Amiloride,ARB,Diuretic,Major,"Major
aMILoride  olmesartan

Applies to: amiloride, olmesartan

Using aMILoride together with olmesartan may increase potassium levels in the blood. High levels of potassium can develop into a condition known as hyperkalemia, which in severe cases can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while using these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications, especially if you are using them for prolonged periods. In addition, talk to your doctor to see if you should limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Olmesartan is combined with Amiloride.",Major,0.25,0.0,0.0,0.0,0.25
Acebutolol,Atenolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Atenolol may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Betaxolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Bisoprolol,Beta-Blocker,Beta-Blocker,Moderate,"Moderate
acebutolol  bisoprolol

Applies to: acebutolol, bisoprolol

Using acebutolol together with bisoprolol may have additive effects causing significant bradycardia (low heart rate) and hypotension (low blood pressure). Talk to your doctor if you have any questions or concerns. Your doctor may be able to prescribe alternatives that do not interact. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Acebutolol.",Major,0.25,0.0,0.0,0.0,0.25
Acebutolol,Metoprolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Nebivolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Acebutolol may increase the arrhythmogenic activities of Nebivolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Propranolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Propranolol may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Amlodipine,Beta-Blocker,CCB,Moderate,"Moderate
acebutolol  amLODIPine

Applies to: acebutolol, amlodipine

Acebutolol and amLODIPine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Amlodipine may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Felodipine,Beta-Blocker,CCB,Moderate,"Moderate
acebutolol  felodipine

Applies to: acebutolol, felodipine

Acebutolol and felodipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Felodipine may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Isradipine,Beta-Blocker,CCB,Moderate,"Moderate
acebutolol  isradipine

Applies to: acebutolol, isradipine

Acebutolol and isradipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Lercanidipine,Beta-Blocker,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Lercanidipine may increase the arrhythmogenic activities of Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Nifedipine,Beta-Blocker,CCB,Moderate,"Moderate
NIFEdipine  acebutolol

Applies to: nifedipine, acebutolol

Acebutolol and NIFEdipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Acebutolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Diltiazem,Beta-Blocker,CCB,Major,"Major
dilTIAZem  acebutolol

Applies to: diltiazem, acebutolol

Using dilTIAZem and acebutolol together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Diltiazem may increase the arrhythmogenic activities of Acebutolol.",Major,0.25,0.0,0.0,0.0,0.25
Acebutolol,Verapamil,Beta-Blocker,CCB,Major,"Major
verapamil  acebutolol

Applies to: verapamil, acebutolol

Using verapamil and acebutolol together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Acebutolol.",Major,0.25,0.0,0.0,0.0,0.25
Acebutolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Moderate,"Moderate
acebutolol  hydroCHLOROthiazide

Applies to: acebutolol, hydrochlorothiazide

Using acebutolol and hydroCHLOROthiazide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Acebutolol can be increased when used in combination with Hydrochlorothiazide.",Moderate,0.5,0.0,0.0,0.0,0.5
Acebutolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"Moderate
acebutolol  indapamide

Applies to: acebutolol, indapamide

Using acebutolol and indapamide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Acebutolol.",Moderate,0.5,0.0,0.03,0.0,0.53
Acebutolol,Amiloride,Beta-Blocker,Diuretic,None,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Amiloride is combined with Acebutolol.",Minor,0.75,0.0,0.0,0.0,0.75
Atenolol,Betaxolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Atenolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Bisoprolol,Beta-Blocker,Beta-Blocker,Moderate,"Moderate
atenolol  bisoprolol

Applies to: atenolol, bisoprolol

Using atenolol together with bisoprolol may have additive effects causing significant bradycardia (low heart rate) and hypotension (low blood pressure). Talk to your doctor if you have any questions or concerns. Your doctor may be able to prescribe alternatives that do not interact. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Atenolol.",Major,0.25,0.0,0.0,0.0,0.25
Atenolol,Metoprolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Atenolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Nebivolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Atenolol may increase the arrhythmogenic activities of Nebivolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Propranolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Atenolol may increase the arrhythmogenic activities of Propranolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Amlodipine,Beta-Blocker,CCB,Moderate,"Moderate
atenolol  amLODIPine

Applies to: atenolol, amlodipine

Atenolol and amLODIPine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Atenolol may increase the arrhythmogenic activities of Amlodipine.",Moderate,0.5,0.0,0.0,0.0,0.5
